id,target,creator,description
https://geoconnex.us/wyseo/gages/0117CDCK,https://features.internetofwater.dev/collections/wy/gages/items/0117CDCK,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0117DCRR,https://features.internetofwater.dev/collections/wy/gages/items/0117DCRR,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0117HDSA,https://features.internetofwater.dev/collections/wy/gages/items/0117HDSA,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0117HL4D,https://features.internetofwater.dev/collections/wy/gages/items/0117HL4D,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0117NPSA,https://features.internetofwater.dev/collections/wy/gages/items/0117NPSA,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0117SBCS,https://features.internetofwater.dev/collections/wy/gages/items/0117SBCS,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0117WNTD,https://features.internetofwater.dev/collections/wy/gages/items/0117WNTD,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0118BVCK,https://features.internetofwater.dev/collections/wy/gages/items/0118BVCK,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0120DPKD,https://features.internetofwater.dev/collections/wy/gages/items/0120DPKD,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0120ETMD,https://features.internetofwater.dev/collections/wy/gages/items/0120ETMD,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0120LAPA,https://features.internetofwater.dev/collections/wy/gages/items/0120LAPA,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0120LAPB,https://features.internetofwater.dev/collections/wy/gages/items/0120LAPB,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0120LAPR,https://features.internetofwater.dev/collections/wy/gages/items/0120LAPR,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0120WFLC,https://features.internetofwater.dev/collections/wy/gages/items/0120WFLC,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0120WGCK,https://features.internetofwater.dev/collections/wy/gages/items/0120WGCK,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0120WTSD,https://features.internetofwater.dev/collections/wy/gages/items/0120WTSD,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014ABO,https://features.internetofwater.dev/collections/wy/gages/items/014ABO,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014ALO,https://features.internetofwater.dev/collections/wy/gages/items/014ALO,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014AOC,https://features.internetofwater.dev/collections/wy/gages/items/014AOC,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014APC,https://features.internetofwater.dev/collections/wy/gages/items/014APC,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014AR3O,https://features.internetofwater.dev/collections/wy/gages/items/014AR3O,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014AR3SC,https://features.internetofwater.dev/collections/wy/gages/items/014AR3SC,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014AWL,https://features.internetofwater.dev/collections/wy/gages/items/014AWL,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014AWLPC,https://features.internetofwater.dev/collections/wy/gages/items/014AWLPC,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014AWO,https://features.internetofwater.dev/collections/wy/gages/items/014AWO,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014AWR,https://features.internetofwater.dev/collections/wy/gages/items/014AWR,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014BBCBH,https://features.internetofwater.dev/collections/wy/gages/items/014BBCBH,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014BFM,https://features.internetofwater.dev/collections/wy/gages/items/014BFM,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014BLHS2,https://features.internetofwater.dev/collections/wy/gages/items/014BLHS2,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CGRIN,https://features.internetofwater.dev/collections/wy/gages/items/014CGRIN,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CGROT,https://features.internetofwater.dev/collections/wy/gages/items/014CGROT,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CLRBT,https://features.internetofwater.dev/collections/wy/gages/items/014CLRBT,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CLRCR,https://features.internetofwater.dev/collections/wy/gages/items/014CLRCR,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CN1CS,https://features.internetofwater.dev/collections/wy/gages/items/014CN1CS,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CSCN3,https://features.internetofwater.dev/collections/wy/gages/items/014CSCN3,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CSMUL,https://features.internetofwater.dev/collections/wy/gages/items/014CSMUL,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CWR1,https://features.internetofwater.dev/collections/wy/gages/items/014CWR1,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/014CWT,https://features.internetofwater.dev/collections/wy/gages/items/014CWT,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0202CBH4,https://features.internetofwater.dev/collections/wy/gages/items/0202CBH4,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0202CBR3,https://features.internetofwater.dev/collections/wy/gages/items/0202CBR3,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0202CCP2,https://features.internetofwater.dev/collections/wy/gages/items/0202CCP2,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0202FLD1,https://features.internetofwater.dev/collections/wy/gages/items/0202FLD1,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0203FC01,https://features.internetofwater.dev/collections/wy/gages/items/0203FC01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204BHR01,https://features.internetofwater.dev/collections/wy/gages/items/0204BHR01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204CC01,https://features.internetofwater.dev/collections/wy/gages/items/0204CC01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204CC04,https://features.internetofwater.dev/collections/wy/gages/items/0204CC04,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204CCR01,https://features.internetofwater.dev/collections/wy/gages/items/0204CCR01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204DLR01,https://features.internetofwater.dev/collections/wy/gages/items/0204DLR01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204EF01,https://features.internetofwater.dev/collections/wy/gages/items/0204EF01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204EF02,https://features.internetofwater.dev/collections/wy/gages/items/0204EF02,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204EF03,https://features.internetofwater.dev/collections/wy/gages/items/0204EF03,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204LG01,https://features.internetofwater.dev/collections/wy/gages/items/0204LG01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204PR01,https://features.internetofwater.dev/collections/wy/gages/items/0204PR01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204SR01,https://features.internetofwater.dev/collections/wy/gages/items/0204SR01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204WC01,https://features.internetofwater.dev/collections/wy/gages/items/0204WC01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0204WF02,https://features.internetofwater.dev/collections/wy/gages/items/0204WF02,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0208NFP01,https://features.internetofwater.dev/collections/wy/gages/items/0208NFP01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0209CDC5,https://features.internetofwater.dev/collections/wy/gages/items/0209CDC5,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0209PBD4,https://features.internetofwater.dev/collections/wy/gages/items/0209PBD4,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0209SCLD,https://features.internetofwater.dev/collections/wy/gages/items/0209SCLD,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0211KLR01,https://features.internetofwater.dev/collections/wy/gages/items/0211KLR01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0211LTRD,https://features.internetofwater.dev/collections/wy/gages/items/0211LTRD,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0211PRDD,https://features.internetofwater.dev/collections/wy/gages/items/0211PRDD,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0211SP01,https://features.internetofwater.dev/collections/wy/gages/items/0211SP01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0211SPRC,https://features.internetofwater.dev/collections/wy/gages/items/0211SPRC,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0301PA01,https://features.internetofwater.dev/collections/wy/gages/items/0301PA01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0301PA02,https://features.internetofwater.dev/collections/wy/gages/items/0301PA02,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0301RF01,https://features.internetofwater.dev/collections/wy/gages/items/0301RF01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0301RF02,https://features.internetofwater.dev/collections/wy/gages/items/0301RF02,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0301RF03,https://features.internetofwater.dev/collections/wy/gages/items/0301RF03,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BGSP,https://features.internetofwater.dev/collections/wy/gages/items/0303BGSP,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BGSP-1,https://features.internetofwater.dev/collections/wy/gages/items/0303BGSP-1,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BGSP-2,https://features.internetofwater.dev/collections/wy/gages/items/0303BGSP-2,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BGSP-3,https://features.internetofwater.dev/collections/wy/gages/items/0303BGSP-3,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH01,https://features.internetofwater.dev/collections/wy/gages/items/0303BH01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH02,https://features.internetofwater.dev/collections/wy/gages/items/0303BH02,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH02A,https://features.internetofwater.dev/collections/wy/gages/items/0303BH02A,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH05,https://features.internetofwater.dev/collections/wy/gages/items/0303BH05,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH06T,https://features.internetofwater.dev/collections/wy/gages/items/0303BH06T,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH07,https://features.internetofwater.dev/collections/wy/gages/items/0303BH07,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH08,https://features.internetofwater.dev/collections/wy/gages/items/0303BH08,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH4C,https://features.internetofwater.dev/collections/wy/gages/items/0303BH4C,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH4T,https://features.internetofwater.dev/collections/wy/gages/items/0303BH4T,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH6C,https://features.internetofwater.dev/collections/wy/gages/items/0303BH6C,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH6W,https://features.internetofwater.dev/collections/wy/gages/items/0303BH6W,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BH9T,https://features.internetofwater.dev/collections/wy/gages/items/0303BH9T,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BHC2,https://features.internetofwater.dev/collections/wy/gages/items/0303BHC2,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BHC3,https://features.internetofwater.dev/collections/wy/gages/items/0303BHC3,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BHC4,https://features.internetofwater.dev/collections/wy/gages/items/0303BHC4,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BHC5,https://features.internetofwater.dev/collections/wy/gages/items/0303BHC5,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BHC6,https://features.internetofwater.dev/collections/wy/gages/items/0303BHC6,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BL02,https://features.internetofwater.dev/collections/wy/gages/items/0303BL02,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BL02-2,https://features.internetofwater.dev/collections/wy/gages/items/0303BL02-2,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BL02-4,https://features.internetofwater.dev/collections/wy/gages/items/0303BL02-4,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BL02-6,https://features.internetofwater.dev/collections/wy/gages/items/0303BL02-6,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BL02-8,https://features.internetofwater.dev/collections/wy/gages/items/0303BL02-8,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BYR1,https://features.internetofwater.dev/collections/wy/gages/items/0303BYR1,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BYR1-1,https://features.internetofwater.dev/collections/wy/gages/items/0303BYR1-1,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303BYR1-2,https://features.internetofwater.dev/collections/wy/gages/items/0303BYR1-2,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303MDVL,https://features.internetofwater.dev/collections/wy/gages/items/0303MDVL,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303PBR1,https://features.internetofwater.dev/collections/wy/gages/items/0303PBR1,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303TFWY,https://features.internetofwater.dev/collections/wy/gages/items/0303TFWY,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303UBWY,https://features.internetofwater.dev/collections/wy/gages/items/0303UBWY,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303UBWY-C,https://features.internetofwater.dev/collections/wy/gages/items/0303UBWY-C,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303WR01,https://features.internetofwater.dev/collections/wy/gages/items/0303WR01,ewiggans@lincolninst.edu,wyoming state gages
https://geoconnex.us/wyseo/gages/0303WR02,https://features.internetofwater.dev/collections/wy/gages/items/0303WR02,ewiggans@lincolninst.edu,wyoming state gages
